Cliente,Endereco,CPF,Bairro,Salario,Raca,Sexo,Profissao,Idade,Celular
Felipe Oliveira,"Rua Buarque de Macedo, 9254",21525083459,Vila Isabel,4949.69,Labrador,Masculino,Lider de Projeto,27,(21) 92425-9879
Ana Beatriz Oliveira,"Rua Sao Clemente, 388",21628471790,Botafogo,3282.49,Poodle,Feminino,Enfermeiro,58,(21) 99045-8399
Camila Pereira,"Rua Primeiro de Marco, 7789",51018323247,Centro,2498.0,Schnauzer,Feminino,Publicitario,50,(21) 92876-7087
Natalia Pinto,"Rua Miguel Lemos, 1711",50322042412,Sao Conrado,9433.15,Chihuahua,Feminino,Arquiteto,34,(21) 95752-1534
Leandro Rodrigues,"Rua Marques de Abrantes, 7242",22876551532,Flamengo,5848.47,Poodle,Masculino,Farmaceutico,54,(21) 92030-2865
Diego Silva,"Rua Plinio Casado, 4079",77406466931,Cascadura,7787.66,Border Collie,Masculino,Personal Trainer,60,(21) 96484-2671
Mariana Lima,"Rua Barata Ribeiro, 689",71585919487,Copacabana,9529.96,Dachshund,Feminino,Artesao,28,(21) 97539-5099
Pedro Pinto,"Rua Nelson Mandela, 6977",83480591342,Botafogo,3981.54,Maltes,Masculino,Terapeuta Ocupacional,65,(21) 98942-2162
Antonio Silva,"Rua Pacheco Leao, 4231",76328813185,Jardim Botanico,1378.62,Pug,Masculino,Antropologo,46,(21) 90364-8705
Patricia Melo,"Rua Silveira Martins, 7873",62273276632,Catete,1950.18,Beagle,Feminino,Antropologo,48,(21) 96991-4707
Marcelo Lima,"Avenida Vieira Souto, 212",65771953939,Ipanema,7741.01,Beagle,Masculino,Professor,42,(21) 92748-9508
Mariana Lima,"Rua Barao de Sao Francisco, 4399",71356456138,Humaita,7674.27,Chihuahua,Feminino,Quimico,22,(21) 91213-1025
Fernanda Santos,"Rua Felipe Cardoso, 2276",71074302692,Santa Teresa,3385.11,Golden Retriever,Feminino,Medico,47,(21) 93972-9603
Isabela Martins,"Rua Marquesa de Santos, 8987",57564269887,Jardim Botanico,3360.85,Dachshund,Feminino,Antropologo,67,(21) 95051-4921
Tatiane Almeida,"Rua do Ouvidor, 8934",19626575416,Gloria,7747.13,Cocker Spaniel,Feminino,Psicologo,60,(21) 96178-2849
Pedro Pinto,"Rua Ary Schiavo, 6851",38868405947,Barra da Tijuca,6987.25,Cocker Spaniel,Masculino,Lider de Projeto,43,(21) 95466-8412
Antonio Silva,"Rua Casemiro de Abreu, 6869",97089668825,Cascadura,6270.83,Cocker Spaniel,Masculino,Chef de Cozinha,40,(21) 98786-6819
Ricardo Martins,"Rua Casemiro de Abreu, 797",45343047194,Cascadura,4284.81,Dachshund,Masculino,Historiador,35,(21) 90138-8847
Tatiane Almeida,"Rua Senador Dantas, 5996",76241818599,Flamengo,1423.25,Basset Hound,Feminino,Chef de Cozinha,72,(21) 97253-1046
Thiago Souza,"Rua Pacheco Leao, 3964",32431649617,Jardim Botanico,3014.92,Labrador,Masculino,Professor,52,(21) 98034-1337
Felipe Oliveira,"Rua Estrela, 1405",30664359813,Santa Teresa,6973.24,Schnauzer,Masculino,Padeiro,40,(21) 98661-6760
Thiago Souza,"Rua Domingos Ferreira, 4636",60795871350,Cascadura,7740.22,Chihuahua,Masculino,Fisioterapeuta,64,(21) 91190-9251
Viviane Mendes,"Avenida Ayrton Senna, 5733",64134957545,Barra da Tijuca,4441.6,Dachshund,Feminino,Arquiteto,23,(21) 96080-9735
Rodrigo Costa,"Rua Jose Higino, 55",14626562559,Tijuca,7052.44,Poodle,Masculino,Jornalista,31,(21) 96649-1927
Tatiane Almeida,"Rua Paula Freitas, 3680",55423983504,Copacabana,4138.16,Shih Tzu,Feminino,Fisioterapeuta,56,(21) 95619-1407
Thiago Souza,"Rua Marques de Abrantes, 2748",68000749863,Flamengo,7401.33,Cocker Spaniel,Masculino,Musico,55,(21) 95316-7230
Carla Rodrigues,"Rua Paula Freitas, 4508",49482394333,Copacabana,9413.82,Golden Retriever,Feminino,Diretor,41,(21) 98771-2541
Larissa Ferreira,"Rua Sao Clemente, 337",15434122942,Botafogo,4051.92,Shiba Inu,Feminino,Fisioterapeuta,62,(21) 95514-2576
Ana Beatriz Oliveira,"Rua Professor Annes Dias, 4469",11474950318,Sao Conrado,7063.84,Golden Retriever,Feminino,Historiador,56,(21) 98367-6308
Vinicius Santos,"Rua Conde de Bonfim, 7129",65373226126,Tijuca,7168.8,Pug,Masculino,Chef de Cozinha,20,(21) 96434-7816
Amanda Carvalho,"Rua do Catete, 2629",71734490552,Flamengo,3107.15,Labrador,Feminino,Personal Trainer,36,(21) 98615-6607
Daniele Souza,"Rua Visconde de Piraja, 57",39248610846,Ipanema,2147.03,Dachshund,Feminino,Producao de Eventos,60,(21) 99665-3408
Diego Silva,"Avenida Rio Branco, 4867",25993374059,Centro,4169.12,Schnauzer,Masculino,Antropologo,55,(21) 95197-6669
Natalia Pinto,"Avenida Vieira Souto, 3691",34742651045,Ipanema,8614.74,Basset Hound,Feminino,Jornalista,44,(21) 90931-1802
Rodrigo Costa,"Rua Clarimundo de Melo, 1900",52661847030,Tijuca,9582.72,Shiba Inu,Masculino,Dentista,35,(21) 98326-5967
Daniele Souza,"Rua do Rio Comprido, 2604",72063488607,Rio Comprido,1644.08,Basset Hound,Feminino,Contador,32,(21) 96488-4146
Juliana Costa,"Rua Humaita, 970",14186093509,Humaita,1821.23,Schnauzer,Feminino,Jornalista,62,(21) 96414-4270
Bruna Alves,"Rua do Bispo, 3026",43385965869,Rio Comprido,1610.03,Schnauzer,Feminino,Geografo,18,(21) 96787-8639
Rodrigo Costa,"Rua Bento Lisboa, 2124",59549835328,Humaita,3362.12,Labrador,Masculino,Medico,55,(21) 91834-2158
Thiago Souza,"Rua Bartolomeu Mitre, 7757",11554949719,Leblon,3919.24,Bulldog,Masculino,Biologo,37,(21) 96860-8468
Leandro Rodrigues,"Rua do Ouvidor, 8149",38132216194,Centro,6135.21,Cocker Spaniel,Masculino,Historiador,61,(21) 93104-9930
Carla Rodrigues,"Avenida Atlantica, 7089",13116027389,Copacabana,4366.55,Schnauzer,Feminino,Personal Trainer,56,(21) 98071-6977
Ricardo Martins,"Rua General Glicerio, 1647",91488414873,Rio Comprido,6380.27,Golden Retriever,Masculino,Ator,61,(21) 93016-7123
Viviane Mendes,"Rua Sao Clemente, 1061",55202780517,Botafogo,3241.75,Pit Bull,Feminino,Administrador,41,(21) 94954-3352
Michele Araujo,"Rua Visconde de Piraja, 1548",76139616343,Ipanema,2075.69,Maltes,Feminino,Fisioterapeuta,26,(21) 90731-1232
Luana Campos,"Rua Miguel Lemos, 1976",63514072074,Sao Conrado,3749.28,Bulldog,Feminino,Lider de Projeto,49,(21) 98743-7250
Bruna Alves,"Avenida Aquarela do Brasil, 8081",75220499562,Sao Conrado,4527.21,Bulldog,Feminino,Dentista,51,(21) 96510-2059
Marcelo Lima,"Rua Mem de Sa, 2448",31605996998,Lapa,5456.39,Beagle,Masculino,Quimico,62,(21) 99472-4403
Amanda Carvalho,"Avenida Delfim Moreira, 788",88609507094,Leblon,8071.41,Yorkshire Terrier,Feminino,Enfermeiro,38,(21) 99107-1550
Thiago Souza,"Rua Paissandu, 9486",67969078228,Flamengo,2084.14,Labrador,Masculino,Geografo,31,(21) 99783-9156
Larissa Ferreira,"Rua do Catete, 5772",27825594662,Catete,7435.08,Golden Retriever,Feminino,Lider de Projeto,50,(21) 90496-2753
Antonio Silva,"Rua Heitor de Silva Costa, 3785",93469525604,Vila Isabel,4351.91,Boxer,Masculino,Veterinario,26,(21) 96229-6895
Marcelo Lima,"Rua Felipe Cardoso, 6298",26234832106,Santa Teresa,5445.01,Pug,Masculino,Professor,53,(21) 93196-1922
Bruno Alves,"Rua Bartolomeu Mitre, 6486",97807627089,Leblon,2241.86,Labrador,Masculino,Veterinario,33,(21) 96776-3234
Marcelo Lima,"Rua Estrela, 9522",97103581549,Santa Teresa,4687.46,Maltes,Masculino,Lider de Projeto,44,(21) 97578-6722
Luana Campos,"Rua Silveira Martins, 5129",13527872001,Catete,3871.42,Husky Siberiano,Feminino,Enfermeiro,66,(21) 91088-6819
Rodrigo Costa,"Rua Bartolomeu Mitre, 3704",94529065750,Leblon,6631.9,Cocker Spaniel,Masculino,Artesao,39,(21) 92574-7352
Ana Beatriz Oliveira,"Rua Marques de Abrantes, 574",26404812585,Flamengo,9523.71,Basset Hound,Feminino,Producao de Eventos,69,(21) 96333-2511
Daniele Souza,"Rua do Catete, 5836",36379676626,Flamengo,7394.0,Yorkshire Terrier,Feminino,Contador,48,(21) 97277-3355
Andre Carvalho,"Rua Conde de Iraja, 5240",42739195494,Catete,6437.55,Golden Retriever,Masculino,Geografo,68,(21) 96479-9381
Rafael Melo,"Rua Estrela, 4037",12808710508,Santa Teresa,6947.91,Schnauzer,Masculino,Engenheiro,70,(21) 90311-1228
Viviane Mendes,"Rua Clarimundo de Melo, 7376",51804154258,Tijuca,8942.73,Border Collie,Feminino,Dentista,41,(21) 93325-7351
Rodrigo Costa,"Rua Nelson Mandela, 2335",27251002435,Botafogo,8262.34,Shiba Inu,Masculino,Producao de Eventos,57,(21) 90449-7503
Juliana Costa,"Rua do Catete, 8034",39685035345,Flamengo,5177.72,Pit Bull,Feminino,Advogado,27,(21) 99992-1981
Andre Carvalho,"Rua Visconde de Souza Franco, 9726",85164224638,Lapa,2338.58,Husky Siberiano,Masculino,Padeiro,40,(21) 95336-5667
Luana Campos,"Rua Jose Higino, 4178",81020929575,Tijuca,7556.91,Basset Hound,Feminino,Historiador,44,(21) 99528-8253
Carla Rodrigues,"Avenida Glaucio Gil, 6933",57451471863,Recreio dos Bandeirantes,4347.54,Dachshund,Feminino,Advogado,60,(21) 91785-1840
Carlos Santos,"Rua da Assembleia, 8476",21595418167,Centro,8906.39,Pit Bull,Masculino,Diretor,43,(21) 99463-6156
Tatiane Almeida,"Rua Farme de Amoedo, 4372",38169531937,Ipanema,5735.63,Golden Retriever,Feminino,Fisioterapeuta,26,(21) 90695-2064
Carlos Santos,"Rua Paissandu, 5544",43805744854,Flamengo,8460.95,Dachshund,Masculino,Medico,22,(21) 97459-6784
Leandro Rodrigues,"Rua do Pepino, 5716",91713505603,Recreio dos Bandeirantes,5383.11,Pug,Masculino,Geografo,26,(21) 97968-2054
Joao Almeida,"Rua do Dende, 7169",52712706025,Recreio dos Bandeirantes,8287.43,Labrador,Masculino,Veterinario,32,(21) 99964-8331
Daniele Souza,"Praia de Botafogo, 2846",49425600877,Botafogo,3002.36,Poodle,Feminino,Engenheiro,71,(21) 97494-6311
Camila Pereira,"Rua Miguel Lemos, 6156",36521858640,Sao Conrado,2145.78,Cocker Spaniel,Feminino,Farmaceutico,41,(21) 94725-1553
Carlos Santos,"Rua Bento Lisboa, 7853",76216175333,Humaita,5155.41,Basset Hound,Masculino,Enfermeiro,52,(21) 97266-1718
Michele Araujo,"Rua Domingos Ferreira, 2953",58723481668,Cascadura,8138.77,Schnauzer,Feminino,Ator,33,(21) 97120-7226
Vinicius Santos,"Avenida das Americas, 9421",60015840648,Barra da Tijuca,8048.52,Shih Tzu,Masculino,Desenvolvedor,62,(21) 91053-3564
Joao Almeida,"Avenida Ayrton Senna, 7877",48359299161,Barra da Tijuca,4183.31,Husky Siberiano,Masculino,Biologo,38,(21) 90637-7613
Viviane Mendes,"Rua Senador Dantas, 8129",10588253408,Flamengo,1777.27,Rottweiler,Feminino,Antropologo,68,(21) 93163-4201
Marcelo Lima,"Avenida Aquarela do Brasil, 6449",90226551685,Sao Conrado,8211.14,Pit Bull,Masculino,Designer,49,(21) 93410-2322
Leandro Rodrigues,"Rua do Pepino, 1270",18731884442,Recreio dos Bandeirantes,3646.68,Border Collie,Masculino,Geografo,18,(21) 98051-2772
Rodrigo Costa,"Rua do Ouvidor, 7975",78108632059,Gloria,9836.35,Boxer,Masculino,Fisioterapeuta,57,(21) 91908-5127
Pedro Pinto,"Rua do Rio Comprido, 8323",37947440812,Rio Comprido,3571.29,Golden Retriever,Masculino,Personal Trainer,72,(21) 97462-4805
Thiago Souza,"Rua da Assembleia, 5398",71059652575,Centro,9701.95,Beagle,Masculino,Administrador,48,(21) 90644-3627
Daniele Souza,"Rua Visconde de Piraja, 1250",31672825343,Ipanema,9780.85,Golden Retriever,Feminino,Antropologo,39,(21) 96783-3534
Camila Pereira,"Rua Domingos Ferreira, 8220",90119775674,Cascadura,6155.1,Shih Tzu,Feminino,Professor,45,(21) 96442-6967
Maria Luiza Silva,"Rua Sao Clemente, 9512",67242965258,Humaita,4401.0,Beagle,Feminino,Professor,61,(21) 92089-2340
Michele Araujo,"Rua Paula Freitas, 9855",48788246523,Copacabana,9794.24,Golden Retriever,Feminino,Enfermeiro,66,(21) 92933-3606
Andre Carvalho,"Rua Casemiro de Abreu, 710",27435384752,Cascadura,6215.6,Poodle,Masculino,Jornalista,44,(21) 96510-7253
Amanda Carvalho,"Rua Uruguai, 7830",65714942105,Tijuca,3360.22,Poodle,Feminino,Farmaceutico,58,(21) 99473-7108
Carlos Santos,"Rua Almirante Alexandrino, 396",29820964617,Santa Teresa,3318.26,Boxer,Masculino,Terapeuta Ocupacional,26,(21) 91474-2339
Carlos Santos,"Rua Sao Clemente, 87",11127854607,Botafogo,8928.42,Chihuahua,Masculino,Psicologo,24,(21) 96660-4747
Patricia Melo,"Rua Senador Dantas, 1788",20317426832,Flamengo,7527.2,Pug,Feminino,Chef de Cozinha,56,(21) 98246-1244
Ricardo Martins,"Rua Joao Lira, 9454",56297285858,Sao Conrado,6318.56,Yorkshire Terrier,Masculino,Desenvolvedor,33,(21) 97771-4432
Andre Carvalho,"Rua Sao Clemente, 2173",85452558726,Humaita,2562.37,Labrador,Masculino,Musico,55,(21) 91827-2065
Daniele Souza,"Rua Humaita, 2406",41038661940,Humaita,3229.95,Beagle,Feminino,Artesao,60,(21) 91474-1421
Antonio Silva,"Rua Jardim Botanico, 9774",55307543759,Jardim Botanico,2256.28,Rottweiler,Masculino,Terapeuta Ocupacional,45,(21) 98092-9384
Felipe Oliveira,"Rua Bento Lisboa, 9109",42937069824,Humaita,2270.64,Bulldog,Masculino,Padeiro,28,(21) 91987-9425
Marcelo Lima,"Rua Sao Clemente, 9490",78627079372,Humaita,8797.85,Schnauzer,Masculino,Advogado,34,(21) 93062-7814
Natalia Pinto,"Avenida Vieira Souto, 396",18492162607,Ipanema,4954.2,Bulldog,Feminino,Personal Trainer,34,(21) 90407-3644
Mariana Lima,"Rua Paula Freitas, 598",26097602572,Copacabana,4316.35,Maltes,Feminino,Enfermeiro,47,(21) 96104-3960
Gabriela Rocha,"Rua Siqueira Campos, 4365",86158257164,Copacabana,3107.45,Husky Siberiano,Feminino,Dentista,48,(21) 92150-1049
Bruna Alves,"Rua Domingos Ferreira, 9257",94261940194,Cascadura,2276.03,Yorkshire Terrier,Feminino,Farmaceutico,25,(21) 94040-1818
Daniele Souza,"Rua Joao Vicente, 6702",87665819560,Vila Isabel,9211.64,Schnauzer,Feminino,Contador,62,(21) 90084-4831
Leandro Rodrigues,"Rua Visconde de Piraja, 2558",81262563828,Ipanema,5224.35,Cocker Spaniel,Masculino,Diretor,34,(21) 94379-9576
Patricia Melo,"Rua Monte Alegre, 6935",11722957364,Santa Teresa,2376.24,Labrador,Feminino,Enfermeiro,27,(21) 91507-1629
Ana Beatriz Oliveira,"Avenida Atlantica, 8195",24863769932,Copacabana,7237.57,Chihuahua,Feminino,Gerente,32,(21) 99972-6839
Thiago Souza,"Rua Barao de Sao Francisco, 3101",18467662933,Humaita,4455.37,Border Collie,Masculino,Terapeuta Ocupacional,35,(21) 99789-3224
Maria Luiza Silva,"Rua Heitor de Silva Costa, 2767",12921206113,Vila Isabel,7235.33,Basset Hound,Feminino,Advogado,61,(21) 92114-3431
Carla Rodrigues,"Rua do Catete, 8167",71524274601,Flamengo,8045.7,Golden Retriever,Feminino,Medico,30,(21) 94985-9638
Larissa Ferreira,"Rua Mem de Sa, 6286",53195407791,Lapa,8559.89,Bulldog,Feminino,Medico,25,(21) 95081-7502
Isabela Martins,"Rua Almirante Alexandrino, 3428",76489602369,Santa Teresa,5039.31,Golden Retriever,Feminino,Lider de Projeto,63,(21) 95018-7178
Ricardo Martins,"Rua do Bispo, 3624",83429556204,Rio Comprido,4827.89,Labrador,Masculino,Terapeuta Ocupacional,58,(21) 96162-4047
Rafael Melo,"Rua Ataulfo de Paiva, 7517",91222436346,Leblon,2126.4,Poodle,Masculino,Jornalista,27,(21) 95135-3345
Leandro Rodrigues,"Avenida Ayrton Senna, 5225",78375862148,Barra da Tijuca,1489.88,Poodle,Masculino,Musico,31,(21) 95510-3211
Daniele Souza,"Rua Conde de Iraja, 2688",34020098225,Catete,6864.67,Boxer,Feminino,Medico,45,(21) 98509-7558
Natalia Pinto,"Rua Voluntarios da Patria, 9212",33379560216,Botafogo,3018.32,Golden Retriever,Feminino,Administrador,63,(21) 92852-6346
Gabriel Rocha,"Rua Ary Schiavo, 3850",71011425357,Barra da Tijuca,8758.92,Chihuahua,Masculino,Fisioterapeuta,48,(21) 96934-5083
Antonio Silva,"Rua Conde de Bonfim, 8254",52255028524,Tijuca,7319.31,Bulldog,Masculino,Veterinario,19,(21) 97672-6719
Andre Carvalho,"Avenida Delfim Moreira, 6851",87558033791,Leblon,8007.97,Yorkshire Terrier,Masculino,Biologo,38,(21) 91982-5830
Joao Almeida,"Rua Joaquim Nabuco, 8952",52329642222,Recreio dos Bandeirantes,2228.31,Shih Tzu,Masculino,Veterinario,32,(21) 99638-8620
Mariana Lima,"Rua Paula Freitas, 720",32263003690,Copacabana,9303.44,Pug,Feminino,Enfermeiro,58,(21) 90449-3623
Camila Pereira,"Rua Paula Freitas, 5586",85761298809,Copacabana,3355.65,Bulldog,Feminino,Analista de Sistemas,29,(21) 93012-1101
Leandro Rodrigues,"Rua da Assembleia, 5542",82050632078,Centro,5492.33,Schnauzer,Masculino,Economista,48,(21) 91581-8014
Natalia Pinto,"Rua Pacheco Leao, 491",20395324529,Jardim Botanico,9617.02,Maltes,Feminino,Personal Trainer,64,(21) 90971-3258
Daniel Araujo,"Rua do Rio Comprido, 8516",89285052211,Rio Comprido,9012.9,Rottweiler,Masculino,Psicologo,52,(21) 90536-7423
Marcelo Lima,"Rua Voluntarios da Patria, 2292",49458523702,Botafogo,9704.91,Rottweiler,Masculino,Gerente,44,(21) 99846-3123
Marcelo Lima,"Rua Barata Ribeiro, 8833",71054048098,Copacabana,2861.91,Shih Tzu,Masculino,Engenheiro,25,(21) 93972-1802
Antonio Silva,"Rua Silveira Martins, 9760",14765190297,Catete,9749.46,Pit Bull,Masculino,Desenvolvedor,69,(21) 97093-3663
Amanda Carvalho,"Rua 28 de Setembro, 6844",93772140888,Vila Isabel,6196.49,Boxer,Feminino,Analista de Sistemas,31,(21) 94217-2874
Gabriela Rocha,"Rua do Bispo, 2318",37813303937,Rio Comprido,6157.12,Maltes,Feminino,Gerente,58,(21) 99037-8358
Roberta Moreira,"Rua Lopes Quintas, 4302",79800973028,Jardim Botanico,8860.9,Shiba Inu,Feminino,Biologo,72,(21) 96715-3925
Michele Araujo,"Avenida Ayrton Senna, 3408",81193397676,Barra da Tijuca,4209.58,Pit Bull,Feminino,Historiador,34,(21) 94047-9471
Ricardo Martins,"Rua Humaita, 7053",74918739846,Humaita,9900.49,Labrador,Masculino,Veterinario,42,(21) 97510-4355
Thiago Souza,"Rua Estrela, 5128",69946225254,Santa Teresa,7081.88,Bulldog,Masculino,Veterinario,29,(21) 91313-1522
Vinicius Santos,"Rua Candido Mendes, 7867",18919674899,Gloria,5563.13,Labrador,Masculino,Psicologo,23,(21) 98039-4357
Andre Carvalho,"Rua Humaita, 4563",82105958367,Humaita,5124.22,Pit Bull,Masculino,Geografo,22,(21) 97546-8154
Rodrigo Costa,"Rua Garcia d'Avila, 2287",90509765181,Ipanema,4156.44,Shiba Inu,Masculino,Chef de Cozinha,23,(21) 95352-5775
Rodrigo Costa,"Rua Sao Clemente, 3198",42352273095,Botafogo,9440.04,Basset Hound,Masculino,Farmaceutico,56,(21) 91075-3338
Leandro Rodrigues,"Rua Estrela, 1399",39123363104,Santa Teresa,7092.88,Poodle,Masculino,Designer,56,(21) 90677-8668
Amanda Carvalho,"Avenida Aquarela do Brasil, 5154",76964511622,Sao Conrado,3610.14,Boxer,Feminino,Lider de Projeto,27,(21) 90500-5327
Luana Campos,"Rua do Lavradio, 7566",67047196825,Catete,5210.86,Border Collie,Feminino,Historiador,38,(21) 93796-4119
Antonio Silva,"Rua Barata Ribeiro, 5975",78743416465,Copacabana,8684.38,Bulldog,Masculino,Jornalista,69,(21) 94366-9188
Leandro Rodrigues,"Rua Miguel Lemos, 6751",45115186814,Sao Conrado,7804.7,Schnauzer,Masculino,Enfermeiro,44,(21) 98330-2241
Joao Almeida,"Avenida Ayrton Senna, 2797",29286673568,Barra da Tijuca,9263.87,Labrador,Masculino,Chef de Cozinha,56,(21) 96851-1057
Marcelo Lima,"Rua Joaquim Nabuco, 9586",57643495579,Recreio dos Bandeirantes,8780.06,Golden Retriever,Masculino,Publicitario,70,(21) 91917-8725
Tatiane Almeida,"Rua Paula Freitas, 704",56665450841,Copacabana,9960.02,Poodle,Feminino,Lider de Projeto,20,(21) 98850-1656
Leandro Rodrigues,"Rua do Catete, 2947",18595375406,Catete,9687.93,Border Collie,Masculino,Fisioterapeuta,43,(21) 96480-2937
Amanda Carvalho,"Rua Gal. Osorio, 5094",10560667762,Cascadura,8687.37,Cocker Spaniel,Feminino,Historiador,27,(21) 98351-3354
Daniele Souza,"Rua dos Arcos, 3359",20839438236,Lapa,5307.68,Husky Siberiano,Feminino,Musico,48,(21) 93433-5505
Diego Silva,"Rua do Catete, 3599",11016209403,Flamengo,2940.7,Shiba Inu,Masculino,Professor,56,(21) 90674-2647
Fernanda Santos,"Rua Barao de Santa Marta, 7448",55395192839,Rio Comprido,7807.54,Maltes,Feminino,Padeiro,66,(21) 99998-6042
Luana Campos,"Rua Visconde de Piraja, 9470",85769051429,Ipanema,8418.13,Rottweiler,Feminino,Publicitario,47,(21) 99211-5371
Amanda Carvalho,"Rua Bento Lisboa, 4094",98313504594,Humaita,2787.33,Shiba Inu,Feminino,Diretor,29,(21) 93809-7462
Lucas Ferreira,"Rua da Assembleia, 9172",38915493763,Centro,2086.95,Poodle,Masculino,Contador,55,(21) 98741-5112
Thiago Souza,"Rua Conde de Bonfim, 9761",94442029359,Tijuca,2724.33,Shih Tzu,Masculino,Quimico,62,(21) 91118-9628
Andre Carvalho,"Rua Joaquim Nabuco, 3389",38073046729,Recreio dos Bandeirantes,3739.78,Shih Tzu,Masculino,Desenvolvedor,55,(21) 99577-8461
Luana Campos,"Rua Casemiro de Abreu, 2525",38107396850,Cascadura,3942.71,Cocker Spaniel,Feminino,Artesao,36,(21) 97309-2040
Bruno Alves,"Rua Paula Freitas, 8500",94311521253,Copacabana,3814.56,Cocker Spaniel,Masculino,Veterinario,29,(21) 98966-7934
Diego Silva,"Rua Pacheco Leao, 4288",25244373999,Jardim Botanico,8364.84,Labrador,Masculino,Biologo,46,(21) 97057-5861
Leandro Rodrigues,"Rua Garcia d'Avila, 4784",10974044244,Ipanema,8405.6,Shih Tzu,Masculino,Quimico,26,(21) 93422-3675
Vinicius Santos,"Rua Bartolomeu Mitre, 2126",76291280648,Leblon,8448.93,Cocker Spaniel,Masculino,Veterinario,53,(21) 93764-5970
Viviane Mendes,"Rua Joao Vicente, 8808",62476934287,Vila Isabel,5713.91,Maltes,Feminino,Geografo,30,(21) 97451-6340
Mariana Lima,"Rua Barao de Sao Francisco, 3776",59919882217,Humaita,8904.16,Yorkshire Terrier,Feminino,Medico,67,(21) 90495-7536
Isabela Martins,"Rua Primeiro de Marco, 6484",75461421006,Centro,8918.46,Rottweiler,Feminino,Medico,35,(21) 94079-5320
Mariana Lima,"Avenida Glaucio Gil, 1990",39798912664,Recreio dos Bandeirantes,4405.96,Husky Siberiano,Feminino,Ator,20,(21) 93574-5204
Luana Campos,"Rua 28 de Setembro, 5015",11393664089,Vila Isabel,1523.38,Shiba Inu,Feminino,Administrador,67,(21) 99962-4809
Luana Campos,"Rua Paissandu, 8311",94863220525,Flamengo,1807.29,Golden Retriever,Feminino,Musico,43,(21) 96507-2234
Carlos Santos,"Rua Conde de Iraja, 2580",31036092340,Catete,1546.67,Husky Siberiano,Masculino,Professor,38,(21) 90908-4460
Mariana Lima,"Rua Voluntarios da Patria, 7572",89873311199,Botafogo,7935.98,Yorkshire Terrier,Feminino,Personal Trainer,22,(21) 91693-4044
Thiago Souza,"Avenida Vieira Souto, 5934",84485688947,Ipanema,3368.21,Chihuahua,Masculino,Publicitario,63,(21) 96004-1884
Bruna Alves,"Rua do Catete, 200",87931504860,Catete,2348.44,Maltes,Feminino,Quimico,31,(21) 91603-4759
